8,95,45,45,241114,0,0,0,0,0,100,0,241014,240000,201600,241014,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,241014,1550.69,242564,271.21,0.0,242293,0,0,0,242293,0,0,0,242293,,0,0,
8,96,45,45,242293,0,0,0,0,0,100,0,242193,240000,201600,242193,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,242193,1558.28,243751,272.54,0.0,243479,237,0,0,243716,0,0,0,243716,,0,0,
9,97,45,45,243716,24000,0,0,0,24000,100,0,267616,240000,226800,267616,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,267616,1721.85,269338,301.15,0.0,269037,0,0,0,269037,"-24,000",0,0,269037,,0,0,
9,98,45,45,269037,0,0,0,0,0,100,0,268937,240000,226800,268937,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,268937,1730.35,270667,302.63,0.0,270364,0,0,0,270364,0,0,0,270364,,0,0,
9,99,45,45,270364,0,0,0,0,0,100,0,270264,240000,226800,270264,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,270264,1738.89,272003,304.13,0.0,271699,0,0,0,271699,0,0,0,271699,,0,0,
9,100,45,45,271699,0,0,0,0,0,100,0,271599,240000,226800,271599,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,271599,1747.48,273347,305.63,0.0,273041,0,0,0,273041,0,0,0,273041,,0,0,
9,101,46,46,273041,0,0,0,0,0,100,0,272941,240000,226800,272941,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,272941,1756.11,274697,307.14,0.0,274390,0,0,0,274390,0,0,0,274390,,0,0,
9,102,46,46,274390,0,0,0,0,0,100,0,274290,240000,226800,274290,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,274290,1764.79,276055,308.66,0.0,275746,0,0,0,275746,0,0,0,275746,,0,0,
9,103,46,46,275746,0,0,0,0,0,100,0,275646,240000,226800,275646,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,275646,1773.52,277420,310.18,0.0,277109,0,0,0,277109,0,0,0,277109,,0,0,
9,104,46,46,277109,0,0,0,0,0,100,0,277009,240000,226800,277009,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,277009,1782.29,278792,311.72,0.0,278480,0,0,0,278480,0,0,0,278480,,0,0,
9,105,46,46,278480,0,0,0,0,0,100,0,278380,240000,226800,278380,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,278380,1791.11,280171,313.26,0.0,279858,0,0,0,279858,0,0,0,279858,,0,0,
9,106,46,46,279858,0,0,0,0,0,100,0,279758,240000,226800,279758,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,279758,1799.97,281558,314.81,0.0,281243,0,0,0,281243,0,0,0,281243,,0,0,
9,107,46,46,281243,0,0,0,0,0,100,0,281143,240000,226800,281143,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,281143,1808.88,282952,316.37,0.0,282636,0,0,0,282636,0,0,0,282636,,0,0,
9,108,46,46,282636,0,0,0,0,0,100,0,282536,240000,226800,282536,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,282536,1817.84,284353,317.94,0.0,284036,276,0,0,284312,0,0,0,284312,,0,0,
10,109,46,46,284312,24000,0,0,0,24000,100,0,308212,240000,252000,308212,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,308212,1983.05,310195,346.83,0.0,309848,0,0,0,309848,"-24,000",0,0,309848,,0,0,
10,110,46,46,309848,0,0,0,0,0,100,0,309748,240000,252000,309748,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,309748,1992.93,311741,348.56,0.0,311393,0,0,0,311393,0,0,0,311393,,0,0,
10,111,46,46,311393,0,0,0,0,0,100,0,311293,240000,252000,311293,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,311293,2002.87,313295,350.30,0.0,312945,0,0,0,312945,0,0,0,312945,,0,0,
10,112,46,46,312945,0,0,0,0,0,100,0,312845,240000,252000,312845,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,312845,2012.85,314858,352.04,0.0,314506,0,0,0,314506,0,0,0,314506,,0,0,
10,113,47,47,314506,0,0,0,0,0,100,0,314406,240000,252000,314406,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,314406,2022.90,316429,353.80,0.0,316075,0,0,0,316075,0,0,0,316075,,0,0,
10,114,47,47,316075,0,0,0,0,0,100,0,315975,240000,252000,315975,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,315975,2032.99,318008,355.56,0.0,317652,0,0,0,317652,0,0,0,317652,,0,0,
10,115,47,47,317652,0,0,0,0,0,100,0,317552,240000,252000,317552,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,317552,2043.14,319596,357.34,0.0,319238,0,0,0,319238,0,0,0,319238,,0,0,
10,116,47,47,319238,0,0,0,0,0,100,0,319138,240000,252000,319138,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,319138,2053.35,321192,359.12,0.0,320832,0,0,0,320832,0,0,0,320832,,0,0,
10,117,47,47,320832,0,0,0,0,0,100,0,320732,240000,252000,320732,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,320732,2063.60,322796,360.92,0.0,322435,0,0,0,322435,0,0,0,322435,,0,0,
10,118,47,47,322435,0,0,0,0,0,100,0,322335,240000,252000,322335,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,322335,2073.91,324409,362.72,0.0,324046,0,0,0,324046,0,0,0,324046,,0,0,
10,119,47,47,324046,0,0,0,0,0,100,0,323946,240000,252000,323946,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,323946,2084.28,326031,364.53,0.0,325666,0,0,0,325666,0,0,0,325666,,0,0,
10,120,47,47,325666,0,0,0,0,0,100,0,325566,240000,252000,325566,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,325566,2094.70,327661,366.36,0.0,327294,318,8924,12000,348537,0,0,0,348537,,0,0,
11,121,47,47,348537,0,0,0,0,0,0,0,348537,240000,252000,348537,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,348537,2242.50,350780,392.21,0.0,350388,0,0,0,350388,0,0,0,350388,,0,0,
11,122,47,47,350388,0,0,0,0,0,0,0,350388,240000,252000,350388,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,350388,2254.41,352642,394.29,0.0,352248,0,0,0,352248,0,0,0,352248,,0,0,
11,123,47,47,352248,0,0,0,0,0,0,0,352248,240000,252000,352248,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,352248,2266.37,354514,396.38,0.0,354118,0,0,0,354118,0,0,0,354118,,0,0,
11,124,47,47,354118,0,0,0,0,0,0,0,354118,240000,252000,354118,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,354118,2278.40,356396,398.49,0.0,355998,0,0,0,355998,0,0,0,355998,,0,0,
11,125,48,48,355998,0,0,0,0,0,0,0,355998,240000,252000,355998,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,355998,2290.50,358288,400.60,0.0,357888,0,0,0,357888,0,0,0,357888,,0,0,
11,126,48,48,357888,0,0,0,0,0,0,0,357888,240000,252000,357888,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,357888,2302.66,360190,402.73,0.0,359788,0,0,0,359788,0,0,0,359788,,0,0,
11,127,48,48,359788,0,0,0,0,0,0,0,359788,240000,252000,359788,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,359788,2314.88,362102,404.87,0.0,361698,0,0,0,361698,0,0,0,361698,,0,0,
11,128,48,48,361698,0,0,0,0,0,0,0,361698,240000,252000,361698,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,361698,2327.17,364025,407.02,0.0,363618,0,0,0,363618,0,0,0,363618,,0,0,
11,129,48,48,363618,0,0,0,0,0,0,0,363618,240000,252000,363618,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,363618,2339.53,365957,409.18,0.0,365548,0,0,0,365548,0,0,0,365548,,0,0,
11,130,48,48,365548,0,0,0,0,0,0,0,365548,240000,252000,365548,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,365548,2351.95,367900,411.35,0.0,367489,0,0,0,367489,0,0,0,367489,,0,0,
11,131,48,48,367489,0,0,0,0,0,0,0,367489,240000,252000,367489,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,367489,2364.43,369853,413.53,0.0,369440,0,0,0,369440,0,0,0,369440,,0,0,
11,132,48,48,369440,0,0,0,0,0,0,0,369440,240000,252000,369440,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,369440,2376.99,371817,415.73,0.0,371401,0,0,0,371401,0,0,0,371401,,0,0,
12,133,48,48,371401,0,0,0,0,0,0,0,371401,240000,252000,371401,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,371401,2389.60,373790,417.93,0.0,373373,0,0,0,373373,0,0,0,373373,,0,0,
12,134,48,48,373373,0,0,0,0,0,0,0,373373,240000,252000,373373,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,373373,2402.29,375775,420.15,0.0,375355,0,0,0,375355,0,0,0,375355,,0,0,
12,135,48,48,375355,0,0,0,0,0,0,0,375355,240000,252000,375355,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,375355,2415.04,377770,422.38,0.0,377347,0,0,0,377347,0,0,0,377347,,0,0,
12,136,48,48,377347,0,0,0,0,0,0,0,377347,240000,252000,377347,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,377347,2427.86,379775,424.63,0.0,379351,0,0,0,379351,0,0,0,379351,,0,0,
12,137,49,49,379351,0,0,0,0,0,0,0,379351,240000,252000,379351,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,379351,2440.75,381791,426.88,0.0,381364,0,0,0,381364,0,0,0,381364,,0,0,
12,138,49,49,381364,0,0,0,0,0,0,0,381364,240000,252000,381364,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,381364,2453.71,383818,429.15,0.0,383389,0,0,0,383389,0,0,0,383389,,0,0,
12,139,49,49,383389,0,0,0,0,0,0,0,383389,240000,252000,383389,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,383389,2466.74,385856,431.42,0.0,385424,0,0,0,385424,0,0,0,385424,,0,0,
12,140,49,49,385424,0,0,0,0,0,0,0,385424,240000,252000,385424,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,385424,2479.83,387904,433.72,0.0,387470,0,0,0,387470,0,0,0,387470,,0,0,
12,141,49,49,387470,0,0,0,0,0,0,0,387470,240000,252000,387470,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,387470,2493.00,389963,436.02,0.0,389527,0,0,0,389527,0,0,0,389527,,0,0,
12,142,49,49,389527,0,0,0,0,0,0,0,389527,240000,252000,389527,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,389527,2506.23,392034,438.33,0.0,391595,0,0,0,391595,0,0,0,391595,,0,0,
12,143,49,49,391595,0,0,0,0,0,0,0,391595,240000,252000,391595,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,391595,2519.54,394115,440.66,0.0,393674,0,0,0,393674,0,0,0,393674,,0,0,
12,144,49,49,393674,0,0,0,0,0,0,0,393674,240000,252000,393674,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,393674,2532.91,396207,443.00,0.0,395764,0,0,0,395764,0,0,0,395764,,0,0,
13,145,49,49,395764,0,0,0,0,0,0,0,395764,240000,252000,395764,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,395764,2546.36,398310,445.35,0.0,397865,0,0,0,397865,0,0,0,397865,,0,0,
13,146,49,49,397865,0,0,0,0,0,0,0,397865,240000,252000,397865,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,397865,2559.88,400425,447.71,0.0,399977,0,0,0,399977,0,0,0,399977,,0,0,
13,147,49,49,399977,0,0,0,0,0,0,0,399977,240000,252000,399977,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,399977,2573.47,402551,450.09,0.0,402101,0,0,0,402101,0,0,0,402101,,0,0,
13,148,49,49,402101,0,0,0,0,0,0,0,402101,240000,252000,402101,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,402101,2587.13,404688,452.48,0.0,404235,0,0,0,404235,0,0,0,404235,,0,0,
13,149,50,50,404235,0,0,0,0,0,0,0,404235,240000,252000,404235,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,404235,2600.86,406836,454.88,0.0,406381,0,0,0,406381,0,0,0,406381,,0,0,
13,150,50,50,406381,0,0,0,0,0,0,0,406381,240000,252000,406381,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,406381,2614.67,408996,457.30,0.0,408539,0,0,0,408539,0,0,0,408539,,0,0,
13,151,50,50,408539,0,0,0,0,0,0,0,408539,240000,252000,408539,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,408539,2628.55,411167,459.73,0.0,410707,0,0,0,410707,0,0,0,410707,,0,0,
13,152,50,50,410707,0,0,0,0,0,0,0,410707,240000,252000,410707,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,410707,2642.50,413350,462.17,0.0,412888,0,0,0,412888,0,0,0,412888,,0,0,
13,153,50,50,412888,0,0,0,0,0,0,0,412888,240000,252000,412888,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,412888,2656.53,415544,464.62,0.0,415080,0,0,0,415080,0,0,0,415080,,0,0,
13,154,50,50,415080,0,0,0,0,0,0,0,415080,240000,252000,415080,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,415080,2670.64,417750,467.09,0.0,417283,0,0,0,417283,0,0,0,417283,,0,0,
13,155,50,50,417283,0,0,0,0,0,0,0,417283,240000,252000,417283,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,417283,2684.81,419968,469.57,0.0,419499,0,0,0,419499,0,0,0,419499,,0,0,
13,156,50,50,419499,0,0,0,0,0,0,0,419499,240000,252000,419499,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,419499,2699.07,422198,472.06,0.0,421726,0,0,0,421726,0,0,0,421726,,0,0,
14,157,50,50,421726,0,0,0,0,0,0,0,421726,240000,252000,421726,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,421726,2713.39,424439,474.56,0.0,423964,0,0,0,423964,0,0,0,423964,,0,0,
14,158,50,50,423964,0,0,0,0,0,0,0,423964,240000,252000,423964,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,423964,2727.80,426692,477.08,0.0,426215,0,0,0,426215,0,0,0,426215,,0,0,
14,159,50,50,426215,0,0,0,0,0,0,0,426215,240000,252000,426215,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,426215,2742.28,428957,479.62,0.0,428478,0,0,0,428478,0,0,0,428478,,0,0,
14,160,50,50,428478,0,0,0,0,0,0,0,428478,240000,252000,428478,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,428478,2756.84,431235,482.16,0.0,430752,0,0,0,430752,0,0,0,430752,,0,0,
14,161,51,51,430752,0,0,0,0,0,0,0,430752,240000,252000,430752,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,430752,2771.47,433524,484.72,0.0,433039,0,0,0,433039,0,0,0,433039,,0,0,
14,162,51,51,433039,0,0,0,0,0,0,0,433039,240000,252000,433039,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,433039,2786.19,435825,487.30,0.0,435338,0,0,0,435338,0,0,0,435338,,0,0,
14,163,51,51,435338,0,0,0,0,0,0,0,435338,240000,252000,435338,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,435338,2800.98,438139,489.88,0.0,437649,0,0,0,437649,0,0,0,437649,,0,0,
14,164,51,51,437649,0,0,0,0,0,0,0,437649,240000,252000,437649,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,437649,2815.85,440465,492.48,0.0,439973,0,0,0,439973,0,0,0,439973,,0,0,
14,165,51,51,439973,0,0,0,0,0,0,0,439973,240000,252000,439973,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,439973,2830.80,442803,495.10,0.0,442308,0,0,0,442308,0,0,0,442308,,0,0,
14,166,51,51,442308,0,0,0,0,0,0,0,442308,240000,252000,442308,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,442308,2845.82,445154,497.73,0.0,444656,0,0,0,444656,0,0,0,444656,,0,0,
14,167,51,51,444656,0,0,0,0,0,0,0,444656,240000,252000,444656,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,444656,2860.93,447517,500.37,0.0,447017,0,0,0,447017,0,0,0,447017,,0,0,
14,168,51,51,447017,0,0,0,0,0,0,0,447017,240000,252000,447017,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,447017,2876.12,449893,503.02,0.0,449390,0,0,0,449390,0,0,0,449390,,0,0,
15,169,51,51,449390,0,0,0,0,0,0,0,449390,240000,252000,449390,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,449390,2891.39,452281,505.70,0.0,451776,0,0,0,451776,0,0,0,451776,,0,0,
15,170,51,51,451776,0,0,0,0,0,0,0,451776,240000,252000,451776,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,451776,2906.74,454682,508.38,0.0,454174,0,0,0,454174,0,0,0,454174,,0,0,
15,171,51,51,454174,0,0,0,0,0,0,0,454174,240000,252000,454174,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,454174,2922.17,457096,511.08,0.0,456585,0,0,0,456585,0,0,0,456585,,0,0,
15,172,51,51,456585,0,0,0,0,0,0,0,456585,240000,252000,456585,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,456585,2937.68,459523,513.79,0.0,459009,0,0,0,459009,0,0,0,459009,,0,0,
15,173,52,52,459009,0,0,0,0,0,0,0,459009,240000,252000,459009,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,459009,2953.28,461962,516.52,0.0,461446,0,0,0,461446,0,0,0,461446,,0,0,
15,174,52,52,461446,0,0,0,0,0,0,0,461446,240000,252000,461446,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,461446,2968.96,464415,519.26,0.0,463895,0,0,0,463895,0,0,0,463895,,0,0,
15,175,52,52,463895,0,0,0,0,0,0,0,463895,240000,252000,463895,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,463895,2984.72,466880,522.02,0.0,466358,0,0,0,466358,0,0,0,466358,,0,0,
15,176,52,52,466358,0,0,0,0,0,0,0,466358,240000,252000,466358,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,466358,3000.56,469359,524.79,0.0,468834,0,0,0,468834,0,0,0,468834,,0,0,
15,177,52,52,468834,0,0,0,0,0,0,0,468834,240000,252000,468834,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,468834,3016.49,471850,527.58,0.0,471323,0,0,0,471323,0,0,0,471323,,0,0,
15,178,52,52,471323,0,0,0,0,0,0,0,471323,240000,252000,471323,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,471323,3032.51,474355,530.38,0.0,473825,0,0,0,473825,0,0,0,473825,,0,0,
15,179,52,52,473825,0,0,0,0,0,0,0,473825,240000,252000,473825,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,473825,3048.60,476874,533.19,0.0,476340,0,0,0,476340,0,0,0,476340,,0,0,
15,180,52,52,476340,0,0,0,0,0,0,0,476340,240000,252000,476340,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,476340,3064.79,479405,536.02,0.0,478869,0,13527,0,492396,0,0,0,492396,,0,0,
16,181,52,52,492396,0,0,0,0,0,0,0,492396,240000,252000,492396,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,492396,3168.09,495564,554.09,0.0,495010,0,0,0,495010,0,0,0,495010,,0,0,
16,182,52,52,495010,0,0,0,0,0,0,0,495010,240000,252000,495010,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,495010,3184.91,498195,557.03,0.0,497638,0,0,0,497638,0,0,0,497638,,0,0,
16,183,52,52,497638,0,0,0,0,0,0,0,497638,240000,252000,497638,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,497638,3201.81,500839,559.99,0.0,500279,0,0,0,500279,0,0,0,500279,,0,0,
16,184,52,52,500279,0,0,0,0,0,0,0,500279,240000,252000,500279,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,500279,3218.81,503498,562.96,0.0,502935,0,0,0,502935,0,0,0,502935,,0,0,
16,185,53,53,502935,0,0,0,0,0,0,0,502935,240000,252000,502935,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,502935,3235.90,506171,565.95,0.0,505605,0,0,0,505605,0,0,0,505605,,0,0,
16,186,53,53,505605,0,0,0,0,0,0,0,505605,240000,252000,505605,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,505605,3253.08,508858,568.95,0.0,508289,0,0,0,508289,0,0,0,508289,,0,0,
16,187,53,53,508289,0,0,0,0,0,0,0,508289,240000,252000,508289,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,508289,3270.35,511560,571.97,0.0,510988,0,0,0,510988,0,0,0,510988,,0,0,
16,188,53,53,510988,0,0,0,0,0,0,0,510988,240000,252000,510988,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,510988,3287.71,514275,575.01,0.0,513700,0,0,0,513700,0,0,0,513700,,0,0,
16,189,53,53,513700,0,0,0,0,0,0,0,513700,240000,252000,513700,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,513700,3305.16,517006,578.06,0.0,516427,0,0,0,516427,0,0,0,516427,,0,0,
16,190,53,53,516427,0,0,0,0,0,0,0,516427,240000,252000,516427,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,516427,3322.71,519750,581.13,0.0,519169,0,0,0,519169,0,0,0,519169,,0,0,
16,191,53,53,519169,0,0,0,0,0,0,0,519169,240000,252000,519169,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,519169,3340.35,522509,584.22,0.0,521925,0,0,0,521925,0,0,0,521925,,0,0,
16,192,53,53,521925,0,0,0,0,0,0,0,521925,240000,252000,521925,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,521925,3358.08,525283,587.32,0.0,524696,0,0,0,524696,0,0,0,524696,,0,0,
17,193,53,53,524696,0,0,0,0,0,0,0,524696,240000,252000,524696,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,524696,3375.91,528072,590.44,0.0,527481,0,0,0,527481,0,0,0,527481,,0,0,
17,194,53,53,527481,0,0,0,0,0,0,0,527481,240000,252000,527481,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,527481,3393.83,530875,593.57,0.0,530282,0,0,0,530282,0,0,0,530282,,0,0,
17,195,53,53,530282,0,0,0,0,0,0,0,530282,240000,252000,530282,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,530282,3411.85,533694,596.72,0.0,533097,0,0,0,533097,0,0,0,533097,,0,0,
17,196,53,53,533097,0,0,0,0,0,0,0,533097,240000,252000,533097,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,533097,3429.96,536527,599.89,0.0,535927,0,0,0,535927,0,0,0,535927,,0,0,
17,197,54,54,535927,0,0,0,0,0,0,0,535927,240000,252000,535927,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,535927,3448.17,539375,603.07,0.0,538772,0,0,0,538772,0,0,0,538772,,0,0,
17,198,54,54,538772,0,0,0,0,0,0,0,538772,240000,252000,538772,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,538772,3466.48,542238,606.28,0.0,541632,0,0,0,541632,0,0,0,541632,,0,0,
17,199,54,54,541632,0,0,0,0,0,0,0,541632,240000,252000,541632,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,541632,3484.88,545117,609.49,0.0,544508,0,0,0,544508,0,0,0,544508,,0,0,
17,200,54,54,544508,0,0,0,0,0,0,0,544508,240000,252000,544508,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,544508,3503.38,548011,612.73,0.0,547398,0,0,0,547398,0,0,0,547398,,0,0,
17,201,54,54,547398,0,0,0,0,0,0,0,547398,240000,252000,547398,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,547398,3521.98,550920,615.98,0.0,550304,0,0,0,550304,0,0,0,550304,,0,0,
17,202,54,54,550304,0,0,0,0,0,0,0,550304,240000,252000,550304,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,550304,3540.67,553845,619.25,0.0,553226,0,0,0,553226,0,0,0,553226,,0,0,
17,203,54,54,553226,0,0,0,0,0,0,0,553226,240000,252000,553226,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,553226,3559.47,556785,622.54,0.0,556163,0,0,0,556163,0,0,0,556163,,0,0,
17,204,54,54,556163,0,0,0,0,0,0,0,556163,240000,252000,556163,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.0,556163,3578.37,559741,625.85,0.0,559115,0,0,0,559115,0,0,0,559115,,0,0,
